-8.829000263187927189e-01,4.695610115057202161e-01,9.797497528551843970e-01,-9.995489120483398438e-01,-9.081543833218234107e-01,4.361114206531852555e-01,1.054201349222833706e+00
-9.039022148778976806e-01,4.277391564246029731e-01,8.262941198696456269e-01,-9.999296069145202637e-01,-9.208554451714038303e-01,4.055611363324042595e-01,5.773850810567120462e-01
-9.164534067775972348e-01,4.001414165088837405e-01,3.479291318425743462e-01,-9.999885559082031250e-01,-9.199224452820716769e-01,4.004218124358376318e-01,-1.116146132342690223e-01
-9.175229075074764484e-01,3.976829317421439747e-01,-2.367887562524189360e-01,-9.999937415122985840e-01,-9.117772478573976658e-01,4.238191624365725829e-01,-6.363661537720477490e-01
-9.077399396811256516e-01,4.195333144193751362e-01,-6.792401506576140058e-01,-9.999950528144836426e-01,-8.978483079026727820e-01,4.650509633700452561e-01,-7.509863544889792131e-01
-8.908194222877209301e-01,4.543575209842696805e-01,-8.110086249504839806e-01,-9.999907612800598145e-01,-8.800695747191573659e-01,5.016346608906182558e-01,-5.661146659145948057e-01
-8.735408678652750725e-01,4.867508111643800706e-01,-6.075938498618493888e-01,-9.999545812606811523e-01,-8.672335310261861663e-01,5.198684641754485192e-01,-1.967404818781639531e-01
-8.634970534944941267e-01,5.043538823151130224e-01,-1.802102205406719559e-01,-9.997844099998474121e-01,-8.649688871735172757e-01,5.141785587560034898e-01,2.169394108260469523e-01
-8.649493921621027592e-01,5.018590927724723150e-01,2.853276220476680392e-01,-9.996723532676696777e-01,-8.756077073414725298e-01,4.913455450464505603e-01,6.020791335066109085e-01
-8.763411914021337346e-01,4.816908928471544948e-01,6.040657807386933253e-01,-9.997525811195373535e-01,-8.931228396647020729e-01,4.610999357600313875e-01,7.608139336567496525e-01
-8.916598167838506450e-01,4.527060537843402566e-01,6.593736502650674458e-01,-9.998988509178161621e-01,-9.067656405690154298e-01,4.336501352559776756e-01,5.943981240406879252e-01
-9.042388948881606714e-01,4.270269557901911761e-01,4.454815046725822958e-01,-9.999718070030212402e-01,-9.117342989605894399e-01,4.196521070207888116e-01,1.871861294828394140e-01
-9.097838971064837743e-01,4.150822334980610595e-01,6.692752707899973785e-02,-9.999877214431762695e-01,-9.088024677020367648e-01,4.250480204298829889e-01,-2.601418868439309140e-01
-9.070916997121513115e-01,4.209330686858901438e-01,-3.099131607382992204e-01,-9.999889731407165527e-01,-9.017476604832870279e-01,4.477043557763846771e-01,-5.113094912951718918e-01
-8.976477171270160760e-01,4.407137119907394984e-01,-5.316410469227323965e-01,-9.999871253967285156e-01,-8.903960862866178161e-01,4.761078556592730493e-01,-5.033728331431071013e-01
-8.852710205243191632e-01,4.650754994835037404e-01,-5.218463412059554107e-01,-9.999724030494689941e-01,-8.792699673509675184e-01,4.968159975084992519e-01,-3.115067438119052401e-01
-8.751375948378019576e-01,4.838741469654141980e-01,-3.047216937635119360e-01,-9.999186396598815918e-01,-8.735822482264417044e-01,5.024446697794817673e-01,-2.658074531686871467e-02
-8.715494916723807162e-01,4.903075397805083946e-01,1.620668869582376354e-02,-9.998338222503662109e-01,-8.747716513980805519e-01,4.924296244245146559e-01,2.597753034016152540e-01
-8.756688113240964633e-01,4.829121378410817234e-01,3.064385431999248621e-01,-9.998414516448974609e-01,-8.849599450001881529e-01,4.739205722171444535e-01,4.770664780404683114e-01
-8.850361303797843471e-01,4.655223388005965135e-01,4.533502760722926128e-01,-9.998944997787475586e-01,-8.962193591293872164e-01,4.527383331937603894e-01,4.885206424994568142e-01
-8.952105586636792678e-01,4.456434176076913833e-01,4.081399303534842260e-01,-9.999526143074035645e-01,-9.034319447035654704e-01,4.372995400841098168e-01,2.919736525142602179e-01
-9.021222997052302794e-01,4.314804240919240530e-01,2.019493475160398510e-01,-9.999759793281555176e-01,-9.046831374740974541e-01,4.333771799895976828e-01,-1.540109772906639307e-02
-9.035504722556141344e-01,4.284816729880714381e-01,-7.029763488557140561e-02,-9.999830126762390137e-01,-9.010915639953277489e-01,4.425829332193978449e-01,-2.796226167803781415e-01
-8.994345951576264708e-01,4.370553844006920263e-01,-2.931338212791064213e-01,-9.999819993972778320e-01,-8.950890398047802732e-01,4.609039289868047118e-01,-3.771092868337670989e-01
-8.916459583527009958e-01,4.527333486206791546e-01,-3.803865773390867622e-01,-9.999749064445495605e-01,-8.871938301309645336e-01,4.789846381108806561e-01,-3.157145422123972534e-01
-8.834283739462254204e-01,4.685662259560841592e-01,-3.083371262845803762e-01,-9.999527335166931152e-01,-8.808202930908354267e-01,4.892102517603895695e-01,-1.465168843242357077e-01
-8.782132546559878739e-01,4.782692540259481651e-01,-1.190473404679660979e-01,-9.999130368232727051e-01,-8.783711237064012467e-01,4.882518988077172439e-01,5.987471840472036178e-02
-8.780512070630634991e-01,4.785666910422174958e-01,1.029822511900669035e-01,-9.998837709426879883e-01,-8.821616277855096611e-01,4.784009977635114153e-01,2.479794304966893570e-01
-8.826327069148339755e-01,4.700632985930647267e-01,2.673094568951896455e-01,-9.999057650566101074e-01,-8.897707888225457884e-01,4.642473826122546776e-01,3.405970009816123856e-01
-8.896106473428360140e-01,4.567197128811721907e-01,3.126613974845617872e-01,-9.999388456344604492e-01,-8.966058106978704867e-01,4.507943807595451990e-01,2.828544260814465083e-01
-8.959308017060830798e-01,4.441936498356266472e-01,2.292651158858584060e-01,-9.999628663063049316e-01,-9.000046988501428924e-01,4.432764479068834196e-01,1.067157769428657144e-01
-8.992121382857382050e-01,4.375128916495952813e-01,5.986078270090428033e-02,-9.999744296073913574e-01,-8.994271559957446316e-01,4.446488583240934545e-01,-9.962827760621673079e-02
-8.984918299200786995e-01,4.389902408560676372e-01,-1.207545537453558887e-01,-9.999775886535644531e-01,-8.960012295208100719e-01,4.540172862783060093e-01,-2.395183285066329049e-01
-8.943392056330445872e-01,4.473895229748399149e-01,-2.387524898261048911e-01,-9.999732971191406250e-01,-8.911300905320818089e-01,4.672050927449254432e-01,-2.613090605061612060e-01
-8.885730812182930372e-01,4.587350862254039319e-01,-2.516586027335001030e-01,-9.999627470970153809e-01,-8.859194351252031030e-01,4.777632204922144243e-01,-1.834752232678884543e-01
-8.836041158326576328e-01,4.682347343839277087e-01,-1.628953897393181638e-01,-9.999434947967529297e-01,-8.825178068086063643e-01,4.816064059446700796e-01,-4.931366305933004845e-02
-8.814461054024875786e-01,4.722846210398840006e-01,-1.605081623500385218e-02,-9.999184012413024902e-01,-8.826145525928034141e-01,4.780824164539817511e-01,9.473501928586669507e-02
-8.828122699738413237e-01,4.697259796771234841e-01,1.259838887671422547e-01,-9.999141097068786621e-01,-8.867176645302171645e-01,4.697332744649991287e-01,2.021546765602124651e-01
-8.868492489283693603e-01,4.620588811776991656e-01,2.070287611525992999e-01,-9.999317526817321777e-01,-8.918930042662065460e-01,4.596944156478566801e-01,2.211291096298517722e-01
-8.916668602850419401e-01,4.526921804818540562e-01,1.991376616966009927e-01,-9.999508857727050781e-01,-8.957600618450352048e-01,4.518690901764869650e-01,1.421260432736761725e-01
-8.952774371758394079e-01,4.455090464669161365e-01,1.119163123746693966e-01,-9.999645948410034180e-01,-8.970546408908881553e-01,4.492933831147328250e-01,7.235808135268806396e-03
-8.963903751514684659e-01,4.432654908018552331e-01,-1.369731885651641508e-02,-9.999713897705078125e-01,-8.956089398818084524e-01,4.527971392095380132e-01,-1.221245603229115240e-01
-8.947817171086486221e-01,4.465038395446317976e-01,-1.241672027514829912e-01,-9.999714493751525879e-01,-8.927098558663432160e-01,4.607235772521082184e-01,-1.854450969452701159e-01
-8.912668582283049812e-01,4.534792028570289735e-01,-1.761984757594476370e-01,-9.999657273292541504e-01,-8.890390651091349961e-01,4.693720221232553502e-01,-1.711419789566177574e-01
-8.873588949771357148e-01,4.610793765773487096e-01,-1.535664454779538390e-01,-9.999554753303527832e-01,-8.858963890560674903e-01,4.748924903178979307e-01,-9.675559891936580392e-02
-8.846682300770576379e-01,4.662211092307235183e-01,-7.129680376588784507e-02,-9.999397993087768555e-01,-8.845366319974133917e-01,4.753820026325017434e-01,3.794176556472184103e-03
-8.842232394081206426e-01,4.670645168396003188e-01,3.311546597908755080e-02,-9.999291300773620605e-01,-8.859237323667797925e-01,4.713372236447334052e-01,9.757834015911481806e-02
-8.860407811143625745e-01,4.636073060276878488e-01,1.163613037371155345e-01,-9.999320507049560547e-01,-8.892560319298447036e-01,4.648147257843205371e-01,1.473715117857392620e-01
-8.891893403889604697e-01,4.575394157213620860e-01,1.467863976881750854e-01,-9.999437928199768066e-01,-8.925781678263650099e-01,4.582618798003476601e-01,1.293978228916086159e-01
-8.922840368812452461e-01,4.514744705151207960e-01,1.161006350964236405e-01,-9.999560713768005371e-01,-8.945787778542699797e-01,4.542911459887722936e-01,5.585175861780622419e-02
-8.941065483597717689e-01,4.478543068679534667e-01,4.113489990220947634e-02,-9.999642968177795410e-01,-8.946288366644510326e-01,4.543750707789103171e-01,-3.918155477767593098e-02
-8.940523454814049975e-01,4.479625023807221051e-01,-4.463947276772747830e-02,-9.999681115150451660e-01,-8.930733437751846582e-01,4.582450365072669451e-01,-1.129753785086120565e-01
-8.922863447263889025e-01,4.514699093127024776e-01,-1.058933421163257699e-01,-9.999661445617675781e-01,-8.907439016385965136e-01,4.641615289106029163e-01,-1.342699125446062958e-01
-8.896239215957920665e-01,4.566938560179281126e-01,-1.199361452133843181e-01,-9.999604225158691406e-01,-8.882642446160402550e-01,4.694146492912648072e-01,-1.051204897935855698e-01
-8.871909270967955896e-01,4.614024911908563564e-01,-8.486875240687570543e-02,-9.999508261680603027e-01,-8.865613794518385493e-01,4.718200589722538751e-01,-4.303479490250072814e-02
-8.859606840082281387e-01,4.637603544845900205e-01,-1.856652353049452128e-02,-9.999409317970275879e-01,-8.864451952968313009e-01,4.707560651937748308e-01,2.778228754153788671e-02
-8.863506476171211235e-01,4.630146104268308416e-01,5.008547472516423210e-02,-9.999379515647888184e-01,-8.881155281650074951e-01,4.670999165854273216e-01,8.242953140106745735e-02
-8.880757505438227062e-01,4.596971408395161829e-01,9.349041444455417904e-02,-9.999423623085021973e-01,-8.905081195136581584e-01,4.623795601209801931e-01,9.709094409255047964e-02
-8.903271021889206382e-01,4.553214810525407774e-01,9.617839807297751120e-02,-9.999506473541259766e-01,-8.924911290959324228e-01,4.584688308203734852e-01,6.663324025619132840e-02
-8.921600688686265324e-01,4.517193946647936054e-01,6.010486580348982366e-02,-9.999582767486572266e-01,-8.933292892161250887e-01,4.568893434780775253e-01,6.767216611350157507e-03
-8.928853180874358753e-01,4.502841422301017693e-01,2.656268770306256972e-03,-9.999629259109497070e-01,-8.928431039692910076e-01,4.581399610952682777e-01,-5.532722769600484369e-02
